Transaction_Date,Hospital_ID,Hospital_Name,Hospital_Type,Hospital_Size,Territory,Product_ID,Product_Name,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Inventory_Level,Stockout_Flag,Market_Index,Promotion_Flag,Year,Month,Quarter,Day_of_Week,Is_Weekend,Day_of_Month,Week_of_Year,Calculated_Revenue,Revenue_Difference
2023-09-24,H003,Hospital_C,Tertiary_Care,Medium,West,P003,Patient_Monitor,Patient_Monitoring,35,120755.82,4226453.7,113,0,0.4756,0,2023,9,3,6,1,24,38,4226453.7,0.0
2023-09-24,H006,Hospital_F,Tertiary_Care,Large,South,P006,Infusion_Pump,Critical_Care,34,62933.62,2139743.08,114,0,0.4342,0,2023,9,3,6,1,24,38,2139743.08,0.0
2023-09-24,H006,Hospital_F,Tertiary_Care,Large,South,P008,Endoscopy_System,Gastroenterology,22,1111360.58,24449932.76,74,0,0.4821,0,2023,9,3,6,1,24,38,24449932.76,0.0
2023-09-24,H004,Hospital_D,Multi_Specialty,Medium,West,P002,Ultrasound_System,Radiology,19,741641.38,14091186.22,51,0,0.4665,0,2023,9,3,6,1,24,38,14091186.22,0.0
2023-09-24,H003,Hospital_C,Tertiary_Care,Medium,West,P002,Ultrasound_System,Radiology,14,684235.21,9579292.94,28,0,0.4633,0,2023,9,3,6,1,24,38,9579292.94,0.0
2023-09-24,H002,Hospital_B,Multi_Specialty,Large,North,P001,Imaging_System,Radiology,22,1764891.11,38827604.42,57,0,0.4601,0,2023,9,3,6,1,24,38,38827604.42,0.0
2023-09-24,H009,Hospital_I,Multi_Specialty,Medium,Central,P002,Ultrasound_System,Radiology,16,791889.59,12670233.44,35,0,0.4214,0,2023,9,3,6,1,24,38,12670233.44,0.0
2023-09-24,H008,Hospital_H,Specialty_Care,Small,East,P006,Infusion_Pump,Critical_Care,23,62525.15,1438078.45,75,0,0.4028,1,2023,9,3,6,1,24,38,1438078.45,0.0
2023-09-24,H004,Hospital_D,Multi_Specialty,Medium,West,P006,Infusion_Pump,Critical_Care,26,67287.5,1749475.0,61,0,0.4441,0,2023,9,3,6,1,24,38,1749475.0,0.0
2023-09-24,H006,Hospital_F,Tertiary_Care,Large,South,P007,Ventilator,Critical_Care,37,369248.11,13662180.07,69,0,0.4659,0,2023,9,3,6,1,24,38,13662180.07,0.0
2023-09-25,H010,Hospital_J,Tertiary_Care,Large,Central,P006,Infusion_Pump,Critical_Care,38,66279.82,2518633.16,132,0,0.4363,0,2023,9,3,0,0,25,39,2518633.16,0.0
2023-09-25,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,24,134159.69,3219832.56,42,0,0.4337,0,2023,9,3,0,0,25,39,3219832.56,0.0
2023-09-25,H001,Hospital_A,Tertiary_Care,Large,North,P006,Infusion_Pump,Critical_Care,39,63773.98,2487185.22,135,0,0.3994,0,2023,9,3,0,0,25,39,2487185.22,0.0
2023-09-25,H005,Hospital_E,Specialty_Care,Medium,South,P001,Imaging_System,Radiology,17,1816552.92,30881399.64,56,0,0.4146,0,2023,9,3,0,0,25,39,30881399.64,0.0
2023-09-25,H001,Hospital_A,Tertiary_Care,Large,North,P006,Infusion_Pump,Critical_Care,41,68631.66,2813898.06,125,0,0.4425,0,2023,9,3,0,0,25,39,2813898.06,0.0
2023-09-25,H003,Hospital_C,Tertiary_Care,Medium,West,P004,ECG_System,Cardiology,27,80204.71,2165527.17,65,0,0.4213,0,2023,9,3,0,0,25,39,2165527.17,-0.0
2023-09-25,H009,Hospital_I,Multi_Specialty,Medium,Central,P008,Endoscopy_System,Gastroenterology,21,1065161.78,22368397.38,30,0,0.3713,0,2023,9,3,0,0,25,39,22368397.38,0.0
2023-09-26,H010,Hospital_J,Tertiary_Care,Large,Central,P005,Cardiac_Monitor,Cardiology,43,155522.35,6687461.05,136,0,0.4011,0,2023,9,3,1,0,26,39,6687461.05,0.0
2023-09-26,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,34,135839.48,4618542.32,116,0,0.4491,1,2023,9,3,1,0,26,39,4618542.32,0.0
2023-09-26,H007,Hospital_G,Multi_Specialty,Large,East,P008,Endoscopy_System,Gastroenterology,19,1091490.48,20738319.12,41,0,0.4712,0,2023,9,3,1,0,26,39,20738319.12,0.0
2023-09-26,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,23,1078646.87,24808878.01,85,0,0.4042,0,2023,9,3,1,0,26,39,24808878.01,0.0
2023-09-26,H008,Hospital_H,Specialty_Care,Small,East,P008,Endoscopy_System,Gastroenterology,11,1122720.91,12349930.01,28,0,0.4454,0,2023,9,3,1,0,26,39,12349930.01,0.0
2023-09-26,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,25,1081061.47,27026536.75,66,0,0.4047,0,2023,9,3,1,0,26,39,27026536.75,0.0
2023-09-26,H010,Hospital_J,Tertiary_Care,Large,Central,P002,Ultrasound_System,Radiology,20,716388.1,14327762.0,73,0,0.4213,0,2023,9,3,1,0,26,39,14327762.0,0.0
2023-09-26,H008,Hospital_H,Specialty_Care,Small,East,P004,ECG_System,Cardiology,14,75309.9,1054338.6,41,0,0.3996,0,2023,9,3,1,0,26,39,1054338.6,0.0
2023-09-27,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,41,65676.47,2692735.27,76,0,0.4517,1,2023,9,3,2,0,27,39,2692735.27,0.0
2023-09-27,H007,Hospital_G,Multi_Specialty,Large,East,P008,Endoscopy_System,Gastroenterology,23,1136054.84,26129261.32,60,0,0.4279,0,2023,9,3,2,0,27,39,26129261.32,0.0
2023-09-27,H010,Hospital_J,Tertiary_Care,Large,Central,P006,Infusion_Pump,Critical_Care,35,65509.54,2292833.9,124,0,0.4529,0,2023,9,3,2,0,27,39,2292833.9,0.0
2023-09-27,H008,Hospital_H,Specialty_Care,Small,East,P001,Imaging_System,Radiology,5,1727560.23,8637801.15,19,0,0.4651,0,2023,9,3,2,0,27,39,8637801.15,0.0
2023-09-27,H004,Hospital_D,Multi_Specialty,Medium,West,P005,Cardiac_Monitor,Cardiology,26,147213.72,3827556.72,94,0,0.4239,1,2023,9,3,2,0,27,39,3827556.72,0.0
2023-09-27,H002,Hospital_B,Multi_Specialty,Large,North,P001,Imaging_System,Radiology,22,1839888.81,40477553.82,45,0,0.3954,0,2023,9,3,2,0,27,39,40477553.82,0.0
2023-09-27,H008,Hospital_H,Specialty_Care,Small,East,P007,Ventilator,Critical_Care,19,345183.1,6558478.9,43,0,0.4131,0,2023,9,3,2,0,27,39,6558478.9,0.0
2023-09-27,H002,Hospital_B,Multi_Specialty,Large,North,P003,Patient_Monitor,Patient_Monitoring,38,121880.23,4631448.74,84,0,0.4129,0,2023,9,3,2,0,27,39,4631448.74,0.0
2023-09-27,H005,Hospital_E,Specialty_Care,Medium,South,P007,Ventilator,Critical_Care,30,354113.54,10623406.2,100,0,0.4279,0,2023,9,3,2,0,27,39,10623406.2,0.0
2023-09-27,H006,Hospital_F,Tertiary_Care,Large,South,P006,Infusion_Pump,Critical_Care,42,63972.88,2686860.96,73,0,0.4384,1,2023,9,3,2,0,27,39,2686860.96,0.0
2023-09-27,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,21,1165782.62,24481435.02,28,0,0.3903,0,2023,9,3,2,0,27,39,24481435.02,-0.0
2023-09-27,H002,Hospital_B,Multi_Specialty,Large,North,P001,Imaging_System,Radiology,30,1779511.33,53385339.9,66,0,0.5083,0,2023,9,3,2,0,27,39,53385339.9,-0.0
2023-09-27,H004,Hospital_D,Multi_Specialty,Medium,West,P005,Cardiac_Monitor,Cardiology,24,143857.06,3452569.44,64,0,0.4329,0,2023,9,3,2,0,27,39,3452569.44,0.0
2023-09-27,H007,Hospital_G,Multi_Specialty,Large,East,P007,Ventilator,Critical_Care,43,368286.96,15836339.28,71,0,0.4618,1,2023,9,3,2,0,27,39,15836339.28,-0.0
2023-09-28,H006,Hospital_F,Tertiary_Care,Large,South,P006,Infusion_Pump,Critical_Care,41,65777.16,2696863.56,89,0,0.4293,1,2023,9,3,3,0,28,39,2696863.56,0.0
2023-09-28,H001,Hospital_A,Tertiary_Care,Large,North,P002,Ultrasound_System,Radiology,23,741761.03,17060503.69,36,0,0.4537,1,2023,9,3,3,0,28,39,17060503.69,0.0
2023-09-28,H002,Hospital_B,Multi_Specialty,Large,North,P002,Ultrasound_System,Radiology,26,726381.19,18885910.94,85,0,0.457,0,2023,9,3,3,0,28,39,18885910.94,0.0
2023-09-28,H003,Hospital_C,Tertiary_Care,Medium,West,P007,Ventilator,Critical_Care,25,338011.12,8450278.0,65,0,0.4047,0,2023,9,3,3,0,28,39,8450278.0,0.0
2023-09-28,H002,Hospital_B,Multi_Specialty,Large,North,P002,Ultrasound_System,Radiology,24,778394.6,18681470.4,69,0,0.3828,0,2023,9,3,3,0,28,39,18681470.4,0.0
2023-09-28,H009,Hospital_I,Multi_Specialty,Medium,Central,P003,Patient_Monitor,Patient_Monitoring,32,119480.53,3823376.96,54,0,0.4731,0,2023,9,3,3,0,28,39,3823376.96,0.0
2023-09-28,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,41,123615.43,5068232.63,147,0,0.4942,0,2023,9,3,3,0,28,39,5068232.63,0.0
2023-09-28,H006,Hospital_F,Tertiary_Care,Large,South,P001,Imaging_System,Radiology,22,1805737.97,39726235.34,71,0,0.3956,0,2023,9,3,3,0,28,39,39726235.34,0.0
2023-09-28,H005,Hospital_E,Specialty_Care,Medium,South,P005,Cardiac_Monitor,Cardiology,21,156751.19,3291774.99,52,0,0.4065,0,2023,9,3,3,0,28,39,3291774.99,0.0
2023-09-28,H005,Hospital_E,Specialty_Care,Medium,South,P005,Cardiac_Monitor,Cardiology,22,153206.87,3370551.14,62,0,0.4762,0,2023,9,3,3,0,28,39,3370551.14,0.0
2023-09-29,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,34,84550.41,2874713.94,123,0,0.4267,1,2023,9,3,4,0,29,39,2874713.94,0.0
2023-09-29,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,29,117451.54,3406094.66,77,0,0.3375,0,2023,9,3,4,0,29,39,3406094.66,0.0
2023-09-29,H003,Hospital_C,Tertiary_Care,Medium,West,P001,Imaging_System,Radiology,20,1890664.79,37813295.8,82,0,0.4244,0,2023,9,3,4,0,29,39,37813295.8,0.0
2023-09-29,H001,Hospital_A,Tertiary_Care,Large,North,P008,Endoscopy_System,Gastroenterology,27,1127070.79,30430911.33,40,0,0.4304,0,2023,9,3,4,0,29,39,30430911.33,-0.0
2023-09-29,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,27,132608.61,3580432.47,44,0,0.4613,0,2023,9,3,4,0,29,39,3580432.47,0.0
2023-09-29,H002,Hospital_B,Multi_Specialty,Large,North,P002,Ultrasound_System,Radiology,22,769364.11,16926010.42,85,0,0.3691,0,2023,9,3,4,0,29,39,16926010.42,0.0
2023-09-29,H001,Hospital_A,Tertiary_Care,Large,North,P002,Ultrasound_System,Radiology,27,750164.7,20254446.9,68,0,0.4201,1,2023,9,3,4,0,29,39,20254446.9,0.0
2023-09-29,H004,Hospital_D,Multi_Specialty,Medium,West,P004,ECG_System,Cardiology,23,87602.26,2014851.98,49,0,0.4841,0,2023,9,3,4,0,29,39,2014851.98,0.0
2023-09-29,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,38,129300.46,4913417.48,103,0,0.4196,0,2023,9,3,4,0,29,39,4913417.48,0.0
2023-09-29,H005,Hospital_E,Specialty_Care,Medium,South,P004,ECG_System,Cardiology,23,86692.46,1993926.58,81,0,0.4729,0,2023,9,3,4,0,29,39,1993926.58,0.0
2023-09-29,H003,Hospital_C,Tertiary_Care,Medium,West,P004,ECG_System,Cardiology,29,82131.97,2381827.13,102,0,0.449,1,2023,9,3,4,0,29,39,2381827.13,0.0
2023-09-30,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,37,125804.89,4654780.93,100,0,0.4068,0,2023,9,3,5,1,30,39,4654780.93,0.0
2023-09-30,H009,Hospital_I,Multi_Specialty,Medium,Central,P006,Infusion_Pump,Critical_Care,26,65390.53,1700153.78,100,0,0.4072,0,2023,9,3,5,1,30,39,1700153.78,0.0
2023-09-30,H007,Hospital_G,Multi_Specialty,Large,East,P003,Patient_Monitor,Patient_Monitoring,38,117444.58,4462894.04,114,0,0.4584,0,2023,9,3,5,1,30,39,4462894.04,0.0
2023-10-01,H010,Hospital_J,Tertiary_Care,Large,Central,P003,Patient_Monitor,Patient_Monitoring,43,122077.95,5249351.85,162,0,0.3741,0,2023,10,4,6,1,1,39,5249351.85,0.0
2023-10-01,H006,Hospital_F,Tertiary_Care,Large,South,P005,Cardiac_Monitor,Cardiology,35,145013.7,5075479.5,95,0,0.4283,0,2023,10,4,6,1,1,39,5075479.5,0.0
2023-10-01,H009,Hospital_I,Multi_Specialty,Medium,Central,P002,Ultrasound_System,Radiology,23,819094.22,18839167.06,48,0,0.4755,1,2023,10,4,6,1,1,39,18839167.06,0.0
2023-10-01,H009,Hospital_I,Multi_Specialty,Medium,Central,P001,Imaging_System,Radiology,12,1757234.64,21086815.68,26,0,0.4336,1,2023,10,4,6,1,1,39,21086815.68,0.0
2023-10-01,H007,Hospital_G,Multi_Specialty,Large,East,P008,Endoscopy_System,Gastroenterology,24,1077303.25,25855278.0,44,0,0.4011,0,2023,10,4,6,1,1,39,25855278.0,0.0
2023-10-01,H003,Hospital_C,Tertiary_Care,Medium,West,P007,Ventilator,Critical_Care,26,357681.92,9299729.92,95,0,0.4455,0,2023,10,4,6,1,1,39,9299729.92,0.0
2023-10-02,H006,Hospital_F,Tertiary_Care,Large,South,P001,Imaging_System,Radiology,33,1725509.54,56941814.82,110,0,0.4788,0,2023,10,4,0,0,2,40,56941814.82,0.0
2023-10-02,H005,Hospital_E,Specialty_Care,Medium,South,P001,Imaging_System,Radiology,23,1738831.91,39993133.93,65,0,0.4427,1,2023,10,4,0,0,2,40,39993133.93,0.0
2023-10-02,H005,Hospital_E,Specialty_Care,Medium,South,P008,Endoscopy_System,Gastroenterology,20,1049007.77,20980155.4,41,0,0.3794,0,2023,10,4,0,0,2,40,20980155.4,0.0
2023-10-02,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,24,1050218.15,25205235.6,81,0,0.475,1,2023,10,4,0,0,2,40,25205235.6,0.0
2023-10-02,H006,Hospital_F,Tertiary_Care,Large,South,P008,Endoscopy_System,Gastroenterology,26,1154275.52,30011163.52,78,0,0.4396,0,2023,10,4,0,0,2,40,30011163.52,0.0
2023-10-02,H001,Hospital_A,Tertiary_Care,Large,North,P008,Endoscopy_System,Gastroenterology,27,1138211.62,30731713.74,93,0,0.4629,0,2023,10,4,0,0,2,40,30731713.74,-0.0
2023-10-02,H007,Hospital_G,Multi_Specialty,Large,East,P005,Cardiac_Monitor,Cardiology,29,148757.22,4313959.38,51,0,0.4713,0,2023,10,4,0,0,2,40,4313959.38,0.0
2023-10-02,H005,Hospital_E,Specialty_Care,Medium,South,P004,ECG_System,Cardiology,29,85231.27,2471706.83,75,0,0.4357,1,2023,10,4,0,0,2,40,2471706.83,0.0
2023-10-02,H007,Hospital_G,Multi_Specialty,Large,East,P007,Ventilator,Critical_Care,43,343887.37,14787156.91,156,0,0.3964,0,2023,10,4,0,0,2,40,14787156.91,0.0
2023-10-02,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,37,86538.29,3201916.73,119,0,0.4079,1,2023,10,4,0,0,2,40,3201916.73,0.0
2023-10-03,H002,Hospital_B,Multi_Specialty,Large,North,P005,Cardiac_Monitor,Cardiology,36,146465.33,5272751.88,57,0,0.4442,0,2023,10,4,1,0,3,40,5272751.88,0.0
2023-10-03,H008,Hospital_H,Specialty_Care,Small,East,P007,Ventilator,Critical_Care,18,361222.08,6501997.44,66,0,0.4304,0,2023,10,4,1,0,3,40,6501997.44,0.0
2023-10-03,H006,Hospital_F,Tertiary_Care,Large,South,P002,Ultrasound_System,Radiology,22,774890.01,17047580.22,68,0,0.4573,0,2023,10,4,1,0,3,40,17047580.22,0.0
2023-10-04,H003,Hospital_C,Tertiary_Care,Medium,West,P004,ECG_System,Cardiology,26,82396.29,2142303.54,46,0,0.4327,0,2023,10,4,2,0,4,40,2142303.54,0.0
2023-10-04,H010,Hospital_J,Tertiary_Care,Large,Central,P001,Imaging_System,Radiology,30,1800918.48,54027554.4,81,0,0.4377,1,2023,10,4,2,0,4,40,54027554.4,0.0
2023-10-04,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,28,1050194.9,29405457.2,44,0,0.4619,0,2023,10,4,2,0,4,40,29405457.2,0.0
2023-10-04,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,31,85306.86,2644512.66,56,0,0.4394,0,2023,10,4,2,0,4,40,2644512.66,0.0
2023-10-04,H001,Hospital_A,Tertiary_Care,Large,North,P007,Ventilator,Critical_Care,38,369447.09,14038989.42,121,0,0.4007,0,2023,10,4,2,0,4,40,14038989.42,-0.0
2023-10-04,H010,Hospital_J,Tertiary_Care,Large,Central,P004,ECG_System,Cardiology,35,86908.77,3041806.95,110,0,0.4429,0,2023,10,4,2,0,4,40,3041806.95,0.0
2023-10-04,H005,Hospital_E,Specialty_Care,Medium,South,P006,Infusion_Pump,Critical_Care,26,59249.16,1540478.16,49,0,0.4685,0,2023,10,4,2,0,4,40,1540478.16,-0.0
2023-10-04,H006,Hospital_F,Tertiary_Care,Large,South,P004,ECG_System,Cardiology,31,82404.94,2554553.14,104,0,0.4322,0,2023,10,4,2,0,4,40,2554553.14,0.0
2023-10-04,H009,Hospital_I,Multi_Specialty,Medium,Central,P006,Infusion_Pump,Critical_Care,21,61283.4,1286951.4,39,0,0.4199,0,2023,10,4,2,0,4,40,1286951.4,-0.0
2023-10-05,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,41,118459.91,4856856.31,82,0,0.4487,1,2023,10,4,3,0,5,40,4856856.31,-0.0
2023-10-05,H005,Hospital_E,Specialty_Care,Medium,South,P002,Ultrasound_System,Radiology,23,788146.27,18127364.21,28,0,0.3485,0,2023,10,4,3,0,5,40,18127364.21,0.0
2023-10-05,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,22,1050041.28,23100908.16,72,0,0.3882,0,2023,10,4,3,0,5,40,23100908.16,0.0
2023-10-05,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,38,85823.98,3261311.24,105,0,0.4517,0,2023,10,4,3,0,5,40,3261311.24,0.0
2023-10-05,H003,Hospital_C,Tertiary_Care,Medium,West,P007,Ventilator,Critical_Care,31,354740.32,10996949.92,115,0,0.4759,0,2023,10,4,3,0,5,40,10996949.92,0.0
2023-10-06,H001,Hospital_A,Tertiary_Care,Large,North,P006,Infusion_Pump,Critical_Care,37,66156.49,2447790.13,118,0,0.4835,0,2023,10,4,4,0,6,40,2447790.13,-0.0
2023-10-06,H003,Hospital_C,Tertiary_Care,Medium,West,P005,Cardiac_Monitor,Cardiology,24,154686.33,3712471.92,41,0,0.3924,0,2023,10,4,4,0,6,40,3712471.92,0.0
2023-10-06,H006,Hospital_F,Tertiary_Care,Large,South,P006,Infusion_Pump,Critical_Care,38,64309.77,2443771.26,116,0,0.4415,0,2023,10,4,4,0,6,40,2443771.26,0.0
2023-10-06,H007,Hospital_G,Multi_Specialty,Large,East,P002,Ultrasound_System,Radiology,21,708000.59,14868012.39,49,0,0.3914,0,2023,10,4,4,0,6,40,14868012.39,0.0
2023-10-06,H001,Hospital_A,Tertiary_Care,Large,North,P008,Endoscopy_System,Gastroenterology,24,1094987.43,26279698.32,52,0,0.4136,0,2023,10,4,4,0,6,40,26279698.32,0.0
2023-10-06,H004,Hospital_D,Multi_Specialty,Medium,West,P004,ECG_System,Cardiology,24,85361.34,2048672.16,67,0,0.4144,0,2023,10,4,4,0,6,40,2048672.16,0.0
2023-10-06,H002,Hospital_B,Multi_Specialty,Large,North,P007,Ventilator,Critical_Care,33,345590.46,11404485.18,136,0,0.4469,0,2023,10,4,4,0,6,40,11404485.18,-0.0
2023-10-06,H001,Hospital_A,Tertiary_Care,Large,North,P007,Ventilator,Critical_Care,45,352705.62,15871752.9,127,0,0.4067,1,2023,10,4,4,0,6,40,15871752.9,0.0
2023-10-07,H002,Hospital_B,Multi_Specialty,Large,North,P003,Patient_Monitor,Patient_Monitoring,48,121378.98,5826191.04,99,0,0.4928,0,2023,10,4,5,1,7,40,5826191.04,0.0
2023-10-07,H004,Hospital_D,Multi_Specialty,Medium,West,P002,Ultrasound_System,Radiology,18,783730.56,14107150.08,47,0,0.4589,1,2023,10,4,5,1,7,40,14107150.08,-0.0
2023-10-07,H009,Hospital_I,Multi_Specialty,Medium,Central,P006,Infusion_Pump,Critical_Care,28,66740.56,1868735.68,103,0,0.4358,0,2023,10,4,5,1,7,40,1868735.68,0.0
2023-10-07,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,27,123866.78,3344403.06,78,0,0.4514,0,2023,10,4,5,1,7,40,3344403.06,0.0
2023-10-07,H003,Hospital_C,Tertiary_Care,Medium,West,P006,Infusion_Pump,Critical_Care,32,61943.57,1982194.24,67,0,0.4497,1,2023,10,4,5,1,7,40,1982194.24,0.0
2023-10-07,H003,Hospital_C,Tertiary_Care,Medium,West,P003,Patient_Monitor,Patient_Monitoring,29,120726.45,3501067.05,62,0,0.4391,0,2023,10,4,5,1,7,40,3501067.05,0.0
2023-10-07,H003,Hospital_C,Tertiary_Care,Medium,West,P001,Imaging_System,Radiology,15,1863047.43,27945711.45,23,0,0.4421,0,2023,10,4,5,1,7,40,27945711.45,0.0
2023-10-07,H006,Hospital_F,Tertiary_Care,Large,South,P008,Endoscopy_System,Gastroenterology,29,1018530.18,29537375.22,60,0,0.3842,1,2023,10,4,5,1,7,40,29537375.22,-0.0
2023-10-07,H007,Hospital_G,Multi_Specialty,Large,East,P001,Imaging_System,Radiology,20,1796909.62,35938192.4,65,0,0.3997,0,2023,10,4,5,1,7,40,35938192.4,-0.0
2023-10-08,H007,Hospital_G,Multi_Specialty,Large,East,P008,Endoscopy_System,Gastroenterology,25,1079714.55,26992863.75,67,0,0.4344,0,2023,10,4,6,1,8,40,26992863.75,0.0
2023-10-08,H007,Hospital_G,Multi_Specialty,Large,East,P003,Patient_Monitor,Patient_Monitoring,37,118927.1,4400302.7,69,0,0.4333,0,2023,10,4,6,1,8,40,4400302.7,0.0
2023-10-08,H001,Hospital_A,Tertiary_Care,Large,North,P007,Ventilator,Critical_Care,46,341728.95,15719531.7,80,0,0.5028,0,2023,10,4,6,1,8,40,15719531.7,-0.0
2023-10-08,H004,Hospital_D,Multi_Specialty,Medium,West,P002,Ultrasound_System,Radiology,20,777940.57,15558811.4,70,0,0.4224,0,2023,10,4,6,1,8,40,15558811.4,0.0
2023-10-08,H002,Hospital_B,Multi_Specialty,Large,North,P007,Ventilator,Critical_Care,38,325602.25,12372885.5,105,0,0.5058,0,2023,10,4,6,1,8,40,12372885.5,0.0
2023-10-09,H002,Hospital_B,Multi_Specialty,Large,North,P005,Cardiac_Monitor,Cardiology,37,156630.28,5795320.36,111,0,0.4395,0,2023,10,4,0,0,9,41,5795320.36,0.0
2023-10-09,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,27,1960077.94,52922104.38,77,0,0.4559,0,2023,10,4,0,0,9,41,52922104.38,0.0
2023-10-09,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,42,126022.29,5292936.18,61,0,0.4832,0,2023,10,4,0,0,9,41,5292936.18,0.0
2023-10-09,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,33,79881.38,2636085.54,106,0,0.478,0,2023,10,4,0,0,9,41,2636085.54,0.0
2023-10-10,H004,Hospital_D,Multi_Specialty,Medium,West,P008,Endoscopy_System,Gastroenterology,21,1045263.49,21950533.29,62,0,0.4663,0,2023,10,4,1,0,10,41,21950533.29,0.0
2023-10-10,H006,Hospital_F,Tertiary_Care,Large,South,P002,Ultrasound_System,Radiology,27,781735.35,21106854.45,49,0,0.4363,0,2023,10,4,1,0,10,41,21106854.45,0.0
2023-10-10,H006,Hospital_F,Tertiary_Care,Large,South,P007,Ventilator,Critical_Care,40,349890.58,13995623.2,112,0,0.4564,0,2023,10,4,1,0,10,41,13995623.2,-0.0
2023-10-10,H008,Hospital_H,Specialty_Care,Small,East,P001,Imaging_System,Radiology,6,1820753.22,10924519.32,20,0,0.447,0,2023,10,4,1,0,10,41,10924519.32,0.0
2023-10-10,H010,Hospital_J,Tertiary_Care,Large,Central,P003,Patient_Monitor,Patient_Monitoring,45,128931.86,5801933.7,94,0,0.4382,0,2023,10,4,1,0,10,41,5801933.7,0.0
2023-10-10,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,34,91188.13,3100396.42,91,0,0.4183,0,2023,10,4,1,0,10,41,3100396.42,0.0
2023-10-10,H002,Hospital_B,Multi_Specialty,Large,North,P003,Patient_Monitor,Patient_Monitoring,40,120224.39,4808975.6,106,0,0.4201,0,2023,10,4,1,0,10,41,4808975.6,0.0
2023-10-10,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,25,1133235.96,28330899.0,92,0,0.4098,0,2023,10,4,1,0,10,41,28330899.0,0.0
2023-10-10,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,35,69248.74,2423705.9,93,0,0.3877,0,2023,10,4,1,0,10,41,2423705.9,-0.0
2023-10-10,H009,Hospital_I,Multi_Specialty,Medium,Central,P004,ECG_System,Cardiology,24,91342.07,2192209.68,97,0,0.4084,0,2023,10,4,1,0,10,41,2192209.68,0.0
2023-10-10,H010,Hospital_J,Tertiary_Care,Large,Central,P004,ECG_System,Cardiology,35,81351.28,2847294.8,93,0,0.4633,0,2023,10,4,1,0,10,41,2847294.8,0.0
2023-10-11,H006,Hospital_F,Tertiary_Care,Large,South,P006,Infusion_Pump,Critical_Care,45,62734.05,2823032.25,145,0,0.4125,1,2023,10,4,2,0,11,41,2823032.25,0.0
2023-10-11,H007,Hospital_G,Multi_Specialty,Large,East,P001,Imaging_System,Radiology,17,1944563.88,33057585.96,56,0,0.5166,0,2023,10,4,2,0,11,41,33057585.96,0.0
2023-10-11,H008,Hospital_H,Specialty_Care,Small,East,P004,ECG_System,Cardiology,27,86884.18,2345872.86,55,0,0.4563,1,2023,10,4,2,0,11,41,2345872.86,0.0
2023-10-11,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,32,85708.64,2742676.48,130,0,0.4787,0,2023,10,4,2,0,11,41,2742676.48,0.0
2023-10-11,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,44,127703.02,5618932.88,135,0,0.4033,0,2023,10,4,2,0,11,41,5618932.88,0.0
2023-10-11,H004,Hospital_D,Multi_Specialty,Medium,West,P008,Endoscopy_System,Gastroenterology,17,1085048.87,18445830.79,44,0,0.4564,1,2023,10,4,2,0,11,41,18445830.79,-0.0
